datetime,2017 Flow,2017 Level
2021-04-28 11:00,5759,23.83
2021-04-28 12:00,5768,23.82
2021-04-28 13:00,5726,23.81
2021-04-28 14:00,5550,23.8
2021-04-28 15:00,5596,23.81
2021-04-28 16:00,5596,23.81
2021-04-28 17:00,5641,23.81
2021-04-28 18:00,5600,23.81
2021-04-28 19:00,5549,23.79
2021-04-28 20:00,5539,23.8
2021-04-28 21:00,5546,23.81
2021-04-28 22:00,5556,23.81
2021-04-28 23:00,5542,23.8
2021-04-29 0:00,5546,23.8
2021-04-29 1:00,5544,23.8
2021-04-29 2:00,5548,23.79
2021-04-29 3:00,5544,23.78
2021-04-29 4:00,5528,23.78
2021-04-29 5:00,5503,23.78
2021-04-29 6:00,5478,23.77
2021-04-29 7:00,5463,23.77
2021-04-29 8:00,5559,23.76
2021-04-29 9:00,5546,23.78
2021-04-29 10:00,5546,23.78
2021-04-29 11:00,5675,23.76
2021-04-29 12:00,5783,23.75
2021-04-29 13:00,5838,23.74
2021-04-29 14:00,5788,23.73
2021-04-29 15:00,5664,23.7
2021-04-29 16:00,5507,23.73
2021-04-29 17:00,5671,23.75
2021-04-29 18:00,5672,23.75
2021-04-29 19:00,5626,23.75
2021-04-29 20:00,5585,23.74
2021-04-29 21:00,5545,23.75
2021-04-29 22:00,5519,23.75
2021-04-29 23:00,5463,23.74
2021-04-30 0:00,5396,23.73
2021-04-30 1:00,5406,23.72
2021-04-30 2:00,5470,23.73
2021-04-30 3:00,5454,23.73
2021-04-30 4:00,5510,23.74
2021-04-30 5:00,5551,23.74
2021-04-30 6:00,5527,23.75
2021-04-30 7:00,5524,23.75
2021-04-30 8:00,5765,23.79
2021-04-30 9:00,5743,23.82
2021-04-30 10:00,5364,23.75
2021-04-30 11:00,5374,23.74
2021-04-30 12:00,5514,23.77
2021-04-30 13:00,5562,23.77
2021-04-30 14:00,5580,23.77
2021-04-30 15:00,5524,23.77
2021-04-30 16:00,5517,23.76
2021-04-30 17:00,5501,23.77
2021-04-30 18:00,5516,23.77
2021-04-30 19:00,5516,23.77
2021-04-30 20:00,5517,23.78
2021-04-30 21:00,5506,23.79
2021-04-30 22:00,5509,23.79
2021-04-30 23:00,5506,23.78
2021-05-01 0:00,5503,23.78
2021-05-01 1:00,5489,23.79
2021-05-01 2:00,5560,23.82
2021-05-01 3:00,5598,23.82
2021-05-01 4:00,5642,23.82
2021-05-01 5:00,5765,23.83
2021-05-01 6:00,5757,23.84
2021-05-01 7:00,5763,23.84
2021-05-01 8:00,5758,23.84
2021-05-01 9:00,5744,23.85
2021-05-01 10:00,5745,23.86
2021-05-01 11:00,5965,23.89
2021-05-01 12:00,5973,23.89
2021-05-01 13:00,5914,23.89
2021-05-01 14:00,5844,23.89
2021-05-01 15:00,5856,23.9
2021-05-01 16:00,5864,23.91
2021-05-01 17:00,6043,23.93
2021-05-01 18:00,6062,23.94
2021-05-01 19:00,6046,23.95
2021-05-01 20:00,6263,23.99
2021-05-01 21:00,6324,24.01
2021-05-01 22:00,6297,24.05
2021-05-01 23:00,6324,24.08
2021-05-02 0:00,6292,24.07
2021-05-02 1:00,6504,24.08
2021-05-02 2:00,6695,24.13
2021-05-02 3:00,6714,24.14
2021-05-02 4:00,6751,24.16
2021-05-02 5:00,6765,24.18
2021-05-02 6:00,6936,24.22
2021-05-02 7:00,6956,24.23
2021-05-02 8:00,6947,24.23
2021-05-02 9:00,6964,24.25
2021-05-02 10:00,6999,24.27
2021-05-02 11:00,7109,24.29
2021-05-02 12:00,7153,24.31
2021-05-02 13:00,7133,24.32
2021-05-02 14:00,7144,24.33
2021-05-02 15:00,7233,24.35
2021-05-02 16:00,7264,24.37
2021-05-02 17:00,7245,24.37
2021-05-02 18:00,7229,24.38
2021-05-02 19:00,7200,24.4
2021-05-02 20:00,7457,24.45
2021-05-02 21:00,7555,24.47
2021-05-02 22:00,7574,24.47
2021-05-02 23:00,7538,24.47
2021-05-03 0:00,7340,24.46
2021-05-03 1:00,7400,24.48
2021-05-03 2:00,7437,24.5
2021-05-03 3:00,7505,24.5
2021-05-03 4:00,7580,24.51
2021-05-03 5:00,7566,24.52
2021-05-03 6:00,7582,24.52
2021-05-03 7:00,7559,24.53
2021-05-03 8:00,7964,24.59
2021-05-03 9:00,7833,24.57
2021-05-03 10:00,7886,24.63
2021-05-03 11:00,7614,24.58
2021-05-03 12:00,7500,24.55
2021-05-03 13:00,7569,24.58
2021-05-03 14:00,7624,24.58
2021-05-03 15:00,7852,24.62
2021-05-03 16:00,7896,24.61
2021-05-03 17:00,7897,24.62
2021-05-03 18:00,7720,24.6
2021-05-03 19:00,7593,24.61
2021-05-03 20:00,7596,24.62
2021-05-03 21:00,7580,24.63
2021-05-03 22:00,7647,24.64
2021-05-03 23:00,7751,24.66
2021-05-04 0:00,7747,24.66
2021-05-04 1:00,7692,24.66
2021-05-04 2:00,7689,24.67
2021-05-04 3:00,7679,24.67
2021-05-04 4:00,7654,24.67
2021-05-04 5:00,7661,24.67
2021-05-04 6:00,7676,24.67
2021-05-04 7:00,7688,24.68
2021-05-04 8:00,7747,24.69
2021-05-04 9:00,7740,24.69
2021-05-04 10:00,7779,24.69
2021-05-04 11:00,7766,24.7
2021-05-04 12:00,7761,24.69
2021-05-04 13:00,7742,24.69
2021-05-04 14:00,7711,24.7
2021-05-04 15:00,7834,24.71
2021-05-04 16:00,7859,24.7
2021-05-04 17:00,7846,24.71
2021-05-04 18:00,7690,24.68
2021-05-04 19:00,7696,24.69
2021-05-04 20:00,7704,24.69
2021-05-04 21:00,7747,24.7
2021-05-04 22:00,7756,24.71
2021-05-04 23:00,7726,24.7
2021-05-05 0:00,7733,24.7
2021-05-05 1:00,7737,24.69
2021-05-05 2:00,7734,24.71
2021-05-05 3:00,7684,24.71
2021-05-05 4:00,7689,24.71
2021-05-05 5:00,7705,24.72
2021-05-05 6:00,7667,24.73
2021-05-05 7:00,7663,24.72
2021-05-05 8:00,7645,24.73
2021-05-05 9:00,7655,24.73
2021-05-05 10:00,7611,24.72
2021-05-05 11:00,7623,24.73
2021-05-05 12:00,7610,24.73
2021-05-05 13:00,7604,24.72
2021-05-05 14:00,7473,24.72
2021-05-05 15:00,7488,24.71
2021-05-05 16:00,7675,24.73
2021-05-05 17:00,7575,24.72
2021-05-05 18:00,7329,24.69
2021-05-05 19:00,7367,24.69
2021-05-05 20:00,7522,24.73
2021-05-05 21:00,7566,24.73
2021-05-05 22:00,7583,24.72
2021-05-05 23:00,7623,24.74
2021-05-06 0:00,7810,24.76
2021-05-06 1:00,7829,24.78
2021-05-06 2:00,7836,24.78
2021-05-06 3:00,7821,24.77
2021-05-06 4:00,7824,24.8
2021-05-06 5:00,7849,24.79
2021-05-06 6:00,7966,24.81
2021-05-06 7:00,7986,24.81
2021-05-06 8:00,8193,24.83
2021-05-06 9:00,8138,24.83
2021-05-06 10:00,7911,24.82
2021-05-06 11:00,8188,24.86
2021-05-06 12:00,8028,24.87
2021-05-06 13:00,7946,24.85
2021-05-06 14:00,8319,24.91
2021-05-06 15:00,8331,24.91
2021-05-06 16:00,8133,24.93
2021-05-06 17:00,8551,24.93
2021-05-06 18:00,8696,24.95
2021-05-06 19:00,8674,24.95
2021-05-06 20:00,8388,24.92
2021-05-06 21:00,8470,24.95
2021-05-06 22:00,8543,24.96
2021-05-06 23:00,8594,24.99
2021-05-07 0:00,8664,24.98
2021-05-07 1:00,8661,24.99
2021-05-07 2:00,8661,25.01
2021-05-07 3:00,8642,25.03
2021-05-07 4:00,8680,25.02
2021-05-07 5:00,8703,25.04
2021-05-07 6:00,8780,25.05
2021-05-07 7:00,8863,25.07
2021-05-07 8:00,8819,25.07
2021-05-07 9:00,8827,25.08
2021-05-07 10:00,8828,25.09
2021-05-07 11:00,8781,25.08
2021-05-07 12:00,8849,25.08
2021-05-07 13:00,8910,25.1
2021-05-07 14:00,8926,25.09
2021-05-07 15:00,8930,25.11
2021-05-07 16:00,8899,25.09
2021-05-07 17:00,8919,25.11
2021-05-07 18:00,8887,25.12
2021-05-07 19:00,8918,25.12
2021-05-07 20:00,8904,25.11
2021-05-07 21:00,8868,25.13
2021-05-07 22:00,8871,25.12
2021-05-07 23:00,8886,25.13
2021-05-08 0:00,8902,25.13
2021-05-08 1:00,8853,25.14
2021-05-08 2:00,8891,25.13
2021-05-08 3:00,8887,25.14
2021-05-08 4:00,8844,25.13
2021-05-08 5:00,8832,25.13
2021-05-08 6:00,8891,25.13
2021-05-08 7:00,8911,25.14
2021-05-08 8:00,8902,25.15
2021-05-08 9:00,8918,25.14
2021-05-08 10:00,8994,25.14
2021-05-08 11:00,9015,25.13
2021-05-08 12:00,9018,25.13
2021-05-08 13:00,8933,25.12
2021-05-08 14:00,8998,25.14
2021-05-08 15:00,8984,25.14
2021-05-08 16:00,8960,25.14
2021-05-08 17:00,8909,25.12
2021-05-08 18:00,8893,25.13
2021-05-08 19:00,8891,25.13
2021-05-08 20:00,8890,25.13
2021-05-08 21:00,8830,25.11
2021-05-08 22:00,8824,25.13
2021-05-08 23:00,8845,25.13
2021-05-09 0:00,8843,25.13
2021-05-09 1:00,8853,25.12
2021-05-09 2:00,8823,25.12
2021-05-09 3:00,8830,25.13
2021-05-09 4:00,8837,25.12
2021-05-09 5:00,8831,25.12
2021-05-09 6:00,8802,25.13
2021-05-09 7:00,8732,25.1
2021-05-09 8:00,9233,25.16
2021-05-09 9:00,9036,25.13
2021-05-09 10:00,8823,25.11
2021-05-09 11:00,8762,25.09
2021-05-09 12:00,8746,25.09
2021-05-09 13:00,8696,25.09
2021-05-09 14:00,8644,25.09
2021-05-09 15:00,8591,25.08
2021-05-09 16:00,8598,25.07
2021-05-09 17:00,8590,25.08
2021-05-09 18:00,8588,25.07
2021-05-09 19:00,8593,25.06
2021-05-09 20:00,8583,25.06
2021-05-09 21:00,8587,25.07
2021-05-09 22:00,8581,25.04
2021-05-09 23:00,8514,25.05
2021-05-10 0:00,8526,25.04
2021-05-10 1:00,8526,25.03
2021-05-10 2:00,8512,25.03
2021-05-10 3:00,8532,25.03
2021-05-10 4:00,8475,25.02
2021-05-10 5:00,8331,25.01
2021-05-10 6:00,8274,24.99
2021-05-10 7:00,8324,25
2021-05-10 8:00,8345,24.99
2021-05-10 9:00,8340,24.98
2021-05-10 10:00,8474,24.97
2021-05-10 11:00,8370,24.98
2021-05-10 12:00,8332,24.99
2021-05-10 13:00,8297,24.98
2021-05-10 14:00,8312,24.97
2021-05-10 15:00,8317,24.97
2021-05-10 16:00,8290,24.96
2021-05-10 17:00,8284,24.97
2021-05-10 18:00,8262,24.95
2021-05-10 19:00,8248,24.95
2021-05-10 20:00,8230,24.94
2021-05-10 21:00,8191,24.93
2021-05-10 22:00,8211,24.93
2021-05-10 23:00,8145,24.91
2021-05-11 0:00,8141,24.91
2021-05-11 1:00,8120,24.9
2021-05-11 2:00,8119,24.9
2021-05-11 3:00,8123,24.9
2021-05-11 4:00,8037,24.88
2021-05-11 5:00,8009,24.87
2021-05-11 6:00,8027,24.87
2021-05-11 7:00,8027,24.87
2021-05-11 8:00,8038,24.87
2021-05-11 9:00,8027,24.86
2021-05-11 10:00,8014,24.86
2021-05-11 11:00,8008,24.85
2021-05-11 12:00,7992,24.85
2021-05-11 13:00,7974,24.85
2021-05-11 14:00,7810,24.84
2021-05-11 15:00,7766,24.83
2021-05-11 16:00,7673,24.8
2021-05-11 17:00,7735,24.8
2021-05-11 18:00,7754,24.81
2021-05-11 19:00,7745,24.78
2021-05-11 20:00,7759,24.77
2021-05-11 21:00,7743,24.77
2021-05-11 22:00,7737,24.78
2021-05-11 23:00,7634,24.76
2021-05-12 0:00,7648,24.75
2021-05-12 1:00,7635,24.75
2021-05-12 2:00,7645,24.74
2021-05-12 3:00,7639,24.74
2021-05-12 4:00,7672,24.74
2021-05-12 5:00,7581,24.73
2021-05-12 6:00,7467,24.72
2021-05-12 7:00,7484,24.71
2021-05-12 8:00,7498,24.7
2021-05-12 9:00,7477,24.69
2021-05-12 10:00,7456,24.69
2021-05-12 11:00,7469,24.68
2021-05-12 12:00,7342,24.66
2021-05-12 13:00,7358,24.66
2021-05-12 14:00,7336,24.65
2021-05-12 15:00,7357,24.65
2021-05-12 16:00,7356,24.65
2021-05-12 17:00,7362,24.64
2021-05-12 18:00,7333,24.63
2021-05-12 19:00,7335,24.62
2021-05-12 20:00,7324,24.62
2021-05-12 21:00,7130,24.58
2021-05-12 22:00,7244,24.6
2021-05-12 23:00,7242,24.59
2021-05-13 0:00,7173,24.57
